name,calories,carbohydrate,total_fat,protein,cluster,day
"Peppers, raw, red, hot chili",40.0,8.81,0.4,1.87,0,Friday
Chilchen (Red Berry Beverage) (Navajo),44.0,8.68,0.6,0.81,0,Friday
"Beans, with salt, boiled, cooked, mature seeds, yellow",144.0,25.28,1.1,9.16,0,Friday
"Fish, dry heat, cooked, scup",135.0,0.0,3.5,24.21,0,Friday
"Beef, broiled, cooked, prime, trimmed to 1/8"" fat, separable lean and fat, large end (ribs 6-9), rib",404.0,0.0,35.0,20.65,1,Friday
"KASHI, Honey Sesame Crackers, TLC",398.0,72.2,10.0,8.7,1,Friday
"Syrups, pancake, table blends",234.0,61.47,0.0,0.0,1,Friday
"Beverages, low carb, MONSTER energy drink",5.0,1.38,0.0,0.0,0,Friday
"KEEBLER, White Fudge Dipped Pretzels, 100 Calorie RIGHT BITES",483.0,68.8,20.0,7.0,2,Friday
"Cereals ready-to-eat, Hearty Raisin, OATMEAL CRISP, GENERAL MILLS",372.0,80.8,3.8,8.5,1,Friday
"Turkey, roasted, cooked, meat and skin, breast, all classes",189.0,0.0,7.4,28.71,0,Friday
"Fast foods, with chili, hotdog",260.0,27.45,12.0,11.85,1,Friday
"Garlic bread, frozen",350.0,41.72,17.0,8.36,1,Friday
"LITTLE CAESARS 14"" Pepperoni Pizza, Large Deep Dish Crust",265.0,29.03,11.0,12.93,1,Friday
"AUSTIN, reduced fat, sandwich-type, Peanut Butter on Cheese Crackers",461.0,66.3,18.0,9.7,2,Friday
"Pork, roasted, heated, separable lean and fat, boneless, whole, ham with natural juices, cured",114.0,0.84,3.1,20.54,0,Friday
"LOMA LINDA Low Fat Big Franks, unprepared, canned",154.0,4.9,4.7,23.1,0,Friday
"KEEBLER, Multigrain Crackers, CLUB",466.0,65.9,20.0,7.1,2,Friday
"Beef, raw, Aust. marble score 9, separable lean and fat, top loin steak/roast, loin, Wagyu, imported, Australian",392.0,0.22,37.0,14.58,1,Friday
"Snacks, made with partially hydrogenated oil, regular (butter) flavor, microwave, popcorn",557.0,55.16,34.0,7.5,2,Friday
"KELLOGG'S, Frosted Spring Berry Toaster Pastries, POP-TARTS",390.0,72.3,9.6,4.0,1,Friday
"KELLOGG'S, Blueberry, Mini Muffin Tops, EGGO",293.0,45.8,10.0,5.0,1,Friday
"Milk, 3.7% milkfat, fluid, producer",64.0,4.65,3.7,3.28,0,Friday
"Beans, with salt, boiled, cooked, mature seeds, california red, kidney",124.0,22.41,0.1,9.13,0,Friday
"Pork, roasted, extra lean (approximately 5% fat), low sodium, boneless, ham, cured",145.0,1.5,5.5,20.9,0,Friday
KRAFT CHEEZ WHIZ Pasteurized Process Cheese Sauce,276.0,9.2,21.0,12.0,1,Friday
"Turkey, simmered, cooked, giblets, whole",173.0,0.0,6.6,26.44,0,Friday
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, steak, tip center, knuckle, round",150.0,0.0,6.9,20.74,0,Friday
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, lip off, boneless, top loin steak, loin",151.0,0.0,6.7,22.79,0,Friday
"Cereals ready-to-eat, Crunchy Almond, OATMEAL CRISP, GENERAL MILLS",390.0,78.09,6.7,9.89,1,Friday
"Fast foods, with ham, biscuit",342.0,38.75,16.0,11.85,1,Friday
"Cabbage, raw, freshly harvest, common (danish, domestic, and pointed types)",24.0,5.37,0.2,1.21,0,Friday
"Snacks, and E, C, with vitamins A, FARLEY Fruit Snacks, FARLEY CANDY",341.0,80.9,0.0,4.4,1,Friday
"Turkey, roasted, cooked, meat and skin, leg, all classes",208.0,0.0,9.8,27.87,1,Friday
"Pepeao, dried",298.0,81.03,0.4,4.82,1,Friday
"Game meat, roasted, cooked, beaver",212.0,0.0,7.0,34.85,1,Friday
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, shoulder pot roast",200.0,0.0,8.4,31.18,0,Friday
"Ravioli, canned, with tomato sauce or meat sauce, meat-filled",97.0,13.26,3.4,3.24,0,Friday
"CAMPBELL'S CHUNKY Microwavable Bowls, ready-to-serve, New England Clam Chowder",82.0,6.94,4.9,2.45,0,Friday
"PAPA JOHN'S 14"" Cheese Pizza, Thin Crust",295.0,26.26,16.0,12.29,1,Friday
"Cereals ready-to-eat, STRAWBERRY FIELDS, KASHI ORGANIC PROMISE",358.0,83.5,0.7,9.4,1,Friday
"Fish, raw (Alaska Native), king (chinook), salmon",187.0,0.0,12.0,20.25,0,Friday
"Restaurant, Arroz con habichuelas colorados (Rice And Red Beans), Latino",142.0,23.74,3.5,3.96,0,Friday
"Frankfurter, unheated, meat and poultry",277.0,5.02,24.0,9.72,1,Friday
"Beverages, prepared with whole milk, powder, Eggnog-flavor mix",95.0,14.2,3.0,2.93,0,Friday
"POPEYES, Coleslaw",161.0,14.12,11.0,0.98,0,Friday
"Jackfruit, syrup pack, canned",92.0,23.94,0.1,0.36,0,Friday
"KEEBLER, soft, Oatmeal Raisin Cookie, BAKER'S TREASURES",420.0,69.1,14.0,6.1,1,Friday
"Candies, NFS (45-59% cacao solids 90%; 60-69% cacao solids 5%; 70-85% cacao solids 5%), dark, chocolate",550.0,59.97,32.0,5.09,2,Friday
"Pork, unheated, separable lean only, boneless, whole, ham with natural juices, cured",111.0,1.03,3.2,19.44,0,Friday
"Snacks, nut and raisin, uncoated, soft, granola bars",454.0,63.6,20.0,8.0,2,Friday
"Game meat, raw, wild, boar",122.0,0.0,3.3,21.51,0,Friday
"Frozen novelties, orange, juice type",95.0,23.17,0.0,0.5,0,Friday
"Jellyfish, salted, dried",36.0,0.0,1.4,5.5,0,Friday
"Cereals, without salt, cooked with water, enriched, regular and quick, white, corn grits",71.0,14.76,0.5,1.71,0,Friday
"Puddings, prepared with 2% milk, instant, dry mix, coconut cream",107.0,19.2,2.3,2.9,0,Friday
"Lamb, cooked, trimmed to 1/8"" fat, separable lean and fat, whole (arm and blade), shoulder, fresh, imported, Australian",296.0,0.0,22.0,23.58,1,Friday
"Beverage, not reconstituted, sugar-free, chocolate, instant breakfast powder",358.0,41.0,5.1,35.8,1,Friday
"Potatoes, whole milk and butter added, home-prepared, mashed",113.0,16.81,4.2,1.86,0,Friday
"Candies, CARAMELLO Candy Bar",462.0,63.81,21.0,6.19,2,Friday
"Veal, raw, separable lean and fat, blade chop, shoulder",148.0,0.03,7.6,18.72,0,Friday
"SUNSHINE, Cheez-It Mixx and Cheesy Pizza Crackers, GRIPZ",484.0,63.7,21.0,10.8,2,Friday
"Candies, hard",394.0,98.0,0.2,0.0,1,Friday
"Restaurant, beef and vegetables, Chinese",105.0,7.29,5.3,7.08,0,Friday
"Salad dressing, with salt, soybean and safflower oil, mayonnaise",717.0,2.7,79.0,1.1,2,Friday
"Candies, with rice cereal, milk chocolate",511.0,59.67,29.0,7.64,2,Friday
"Egg, pasteurized, frozen, raw, whole",147.0,1.01,10.0,12.33,0,Friday
"Chicken, flour, fried, cooked, meat and skin, drumstick, broilers or fryers",245.0,1.63,14.0,26.96,1,Friday
"Shortening, soybean (hydrogenated) palm and cottonseed, special purpose for baking",884.0,0.0,100.0,0.0,2,Friday
"Salad dressing, reduced calorie, french dressing",227.0,27.0,13.0,0.4,1,Friday
"Pork, braised, cooked, separable lean and fat, bone-in, center rib (chops), loin, fresh",261.0,0.0,16.0,26.66,1,Friday
"Danish pastry, unenriched, cinnamon",403.0,44.6,22.0,7.0,1,Friday
"Beef, braised, cooked, liver, variety meats and by-products",191.0,5.13,5.3,29.08,0,Friday
"SUNSHINE, Duoz Sharp Cheddar Parmesan Crackers, CHEEZ-IT",500.0,60.5,25.0,9.7,2,Friday
"Ice creams, rich, vanilla",249.0,22.29,16.0,3.5,1,Friday
"Beans, with salt, boiled, cooked, mature seeds, pink",149.0,27.91,0.5,9.06,0,Friday
"Whale, raw (Alaska Native), meat, beluga",111.0,0.0,0.5,26.5,0,Friday
"Milk, calcium fortified (fat free or skim), nonfat, fluid",35.0,4.85,0.2,3.4,0,Friday
"Lamb, raw, separable lean only, rack - fully frenched, imported, New Zealand",147.0,0.0,7.1,20.61,0,Friday
Poultry salad sandwich spread,200.0,7.41,14.0,11.64,0,Friday
"Beans, sweetened, canned, mature seeds, adzuki",237.0,55.01,0.0,3.8,1,Friday
"Cereals ready-to-eat, KELLOGG'S CINNABON cereal, KELLOGG",410.0,83.3,7.3,5.69,1,Friday
"Cherries, sweetened, dried, tart",333.0,80.45,0.7,1.25,1,Friday
"Restaurant, Arroz con frijoles negros (rice and black beans), Latino",151.0,24.4,3.9,4.64,0,Friday
"Oil, high oleic, canola, industrial",900.0,0.0,100.0,0.0,2,Friday
"Fish, raw, lingcod",85.0,0.0,1.1,17.66,0,Friday
"Mustard spinach, raw, (tendergreen)",22.0,3.9,0.3,2.2,0,Friday
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean only, small end (ribs 10-12), rib",148.0,0.0,5.9,22.12,0,Friday
"Artificial Blueberry Muffin Mix, dry",407.0,77.45,8.7,4.7,1,Friday
"Potatoes, whole milk and margarine added, home-prepared, mashed",113.0,16.94,4.2,1.96,0,Friday
"McDONALD'S, QUARTER POUNDER with Cheese",258.0,19.95,14.0,14.59,1,Friday
"Fast foods, breaded and fried, onion rings",411.0,43.58,25.0,3.86,1,Friday
"Alcoholic beverage, red, table, wine",85.0,2.61,0.0,0.07,0,Friday
"Salad dressing, without salt, reduced fat, italian dressing",76.0,4.57,6.4,0.47,0,Friday
"Spices, dried, rosemary",331.0,64.06,15.0,4.88,1,Friday
"SILK Nog, soymilk",74.0,12.3,1.6,2.46,0,Friday
"Snacks, chocolate chip, KUDOS Whole Grain Bar, M&M MARS",420.0,72.31,13.0,4.47,1,Friday
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, outside skirt, boneless, plate steak",238.0,0.35,18.0,17.69,1,Friday
"Soup, prepared with equal volume water, canned, mushroom with beef stock",35.0,3.81,1.7,1.29,0,Friday
"BURGER KING, Egg and Cheese, CROISSAN'WICH with Sausage",308.0,15.9,22.0,12.09,1,Friday
"Pasta with tomato sauce, canned, no meat",70.0,14.22,0.4,2.22,0,Friday
"Beverages, ROCKSTAR, Energy drink",58.0,12.7,0.2,0.34,0,Friday
"Babyfood, fruit, baby, cookie",435.0,73.7,13.0,6.8,2,Friday
"Seeds, with salt added, roasted, pumpkin and squash seed kernels",574.0,14.71,49.0,29.84,2,Friday
"SUNSHINE, White Cheddar, Snack Mix, CHEEZ-IT",473.0,65.7,21.0,8.55,2,Friday
"Soup, powder, dry, cream of vegetable",446.0,52.1,24.0,8.0,2,Friday
"Fish, dry heat, cooked, farmed, rainbow, trout",168.0,0.0,7.4,23.8,0,Friday
"Fish, whole (Alaska Native), blackfish",82.0,0.0,1.8,15.5,0,Friday
"Croutons, plain",407.0,73.5,6.6,11.9,1,Friday
"Cereals, without salt, cooked with water, CREAM OF RICE",52.0,11.4,0.1,0.9,0,Friday
"Cookies, regular, sugar wafers with creme filling",502.0,70.64,23.0,3.84,2,Friday
"Babyfood, orange and banana, juice",50.0,11.9,0.1,0.7,0,Friday
"Cereals, with salt, cooked with water, WHEATENA",59.0,11.74,0.5,2.03,0,Friday
"Catsup, low sodium",101.0,27.4,0.1,1.04,0,Friday
"PEPPERIDGE FARM, Whole Grain Honey Whole Wheat Bread",263.0,47.7,3.5,0.01,1,Friday
"Peppers, unprepared, chopped, frozen, red, sweet",20.0,4.45,0.2,1.08,0,Friday
"Fiddlehead ferns, unprepared, frozen",34.0,5.74,0.4,4.31,0,Friday
Soy sauce made from soy (tamari),60.0,5.57,0.1,10.51,0,Friday
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, lip off, boneless, top loin steak, loin",233.0,0.0,13.0,28.19,1,Friday
"Crustaceans, moist heat (may have been previously frozen), cooked, mixed species, shrimp",119.0,1.52,1.7,22.78,0,Friday
"Soup, ready-to-serve, chunky, canned, bean with ham",95.0,11.16,3.5,5.19,0,Friday
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean and fat, blade roast, chuck",334.0,0.0,24.0,27.18,1,Friday
"Cookies, regular, commercially prepared, oatmeal",450.0,68.7,18.0,6.2,2,Friday
"Lamb, slow roasted, cooked, separable lean only, shank off, chump off, tunnel-boned leg, imported, New Zealand",159.0,0.0,6.4,25.29,0,Friday
"Salsify, with salt, drained, boiled, cooked",68.0,15.36,0.2,2.73,0,Friday
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, lip off, boneless, top loin steak, loin",223.0,0.0,11.0,28.57,1,Friday
"Macaroni or noodles with cheese, unprepared, microwaveable",388.0,70.75,6.6,11.48,1,Friday
"PACE, Jalapenos Nacho Sliced Peppers",13.0,3.33,0.0,0.0,0,Friday
"Chicken, roasted, cooked, meat only, cornish game hens",134.0,0.0,3.9,23.3,0,Friday
"Cake, with added fiber, low-fat, chocolate with frosting, creme-filled, snack cakes",409.0,69.37,13.0,3.71,1,Friday
"Margarine Spread, tub, approximately 48% fat",424.0,0.86,48.0,0.2,1,Friday
"Asparagus, with salt, drained, boiled, cooked",22.0,4.11,0.2,2.4,0,Friday
"Fast foods, and canadian bacon, cheese, with egg, english muffin",228.0,21.67,9.7,13.64,1,Friday
"Corn, solids and liquids, no salt added, whole kernel, canned, white, sweet",64.0,15.41,0.5,1.95,0,Friday
"Chicken, raw, meat only, light meat, stewing",137.0,0.0,4.2,23.1,0,Friday
"Fish, dry heat, cooked, mixed species, seatrout",133.0,0.0,4.6,21.46,0,Friday
"Puddings, dry mix, regular, low calorie, chocolate flavor",365.0,74.42,3.0,10.08,1,Friday
"Lamb, pan-fried, cooked, liver, variety meats and by-products",238.0,3.78,13.0,25.53,1,Friday
"Salad dressing, regular, green goddess",427.0,7.36,43.0,1.9,1,Friday
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean only, steak, top round, round",140.0,0.0,4.8,22.69,0,Friday
"Beverages, Mixed Berry, Zero, POWERADE",0.001,0.14,0.0,0.0,0,Friday
"Jackfruit, raw",95.0,23.25,0.6,1.72,0,Friday
"Rice, cooked, unenriched, parboiled, long-grain, white",123.0,26.05,0.4,2.91,0,Friday
"Pork, simmered, cooked, chitterlings, variety meats and by-products, fresh",233.0,0.0,20.0,12.49,1,Friday
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean only, steak, top sirloin",135.0,0.0,4.6,21.91,0,Friday
"Fish, dry heat, cooked, ling",111.0,0.0,0.8,24.35,0,Friday
"Broadbeans, with salt, drained, boiled, cooked, immature seeds",62.0,10.1,0.5,4.8,0,Friday
"Infant formula, powder, with iron, GOOD START 2 SOY, GERBER",501.0,55.6,26.0,12.5,2,Friday
"Bread, egg",287.0,47.8,6.0,9.5,1,Friday
"Rolls, mixed-grain, hamburger or hotdog",263.0,44.6,6.0,9.6,1,Friday
"Pork, roasted, cooked, bone-in, separable lean only, country-style ribs, loin, fresh",227.0,0.0,11.0,29.2,1,Friday
"Beans, low sodium, solids and liquids, canned, mature seeds, pinto",82.0,15.18,0.6,4.6,0,Friday
"Sausage, smoked, pork and beef, Polish",301.0,1.98,27.0,12.07,1,Friday
"Peppers, with salt, drained, boiled, cooked, chopped, frozen, green, sweet",16.0,3.31,0.2,0.95,0,Friday
"Tofu, salted and fermented (fuyu)",116.0,4.38,8.0,8.92,0,Friday
"Alcoholic beverage, light, wine",49.0,1.17,0.0,0.07,0,Friday
"Chicken, roasted, cooked, meat and skin, capons",229.0,0.0,12.0,28.96,1,Friday
"Toppings, marshmallow cream",322.0,79.0,0.3,0.8,1,Friday
"Lamb, braised, cooked, separable lean only, whole (arm and blade), shoulder, frozen, imported, New Zealand",285.0,0.0,16.0,34.06,1,Friday
"Chicken, braised, cooked, with added solution, skin (drumsticks and thighs)",403.0,1.0,39.0,12.26,1,Friday
"Lima beans, solids and liquids, regular pack, canned, immature seeds",71.0,13.33,0.3,4.07,0,Friday
"Butterbur, canned",3.0,0.38,0.1,0.11,0,Friday
"Pigeon peas (red gram), without salt, boiled, cooked, mature seeds",121.0,23.25,0.4,6.76,0,Friday
"PREGO Pasta, ready-to-serve, Mini Meatball Italian Sauce",77.0,10.0,2.3,3.08,0,Friday
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, roast, eye of round, round",173.0,0.0,8.9,21.68,0,Friday
"Squash, with salt, drained, boiled, cooked, frozen, includes skin, zucchini, summer",14.0,2.97,0.1,1.15,0,Friday
"Rice cake, cracker (include hain mini rice cakes)",392.0,81.1,4.3,7.1,1,Friday
"T.G.I. FRIDAY'S, french fries",296.0,36.9,15.0,3.74,1,Friday
"Leavening agents, baking soda",0.001,0.0,0.0,0.0,0,Friday
"TACO BELL, cheese and lettuce, Original Taco with beef",229.0,19.85,13.0,8.86,1,Friday
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, America's Beef Roast, boneless, chuck eye roast",173.0,0.0,11.0,19.25,0,Friday
"Prickly pears, broiled (Northern Plains Indians)",91.0,21.57,0.3,0.39,0,Friday
"Lima beans, raw, mature seeds, large",338.0,63.38,0.7,21.46,1,Friday
"Beans, with salt, boiled, cooked, mature seeds, french",129.0,24.02,0.8,7.05,0,Friday
"Muffins, oat bran",270.0,48.3,7.4,7.0,1,Friday
"Veal, raw, separable lean and fat, sirloin",152.0,0.0,7.8,19.07,0,Friday
"Sugars, powdered",389.0,99.77,0.0,0.0,1,Friday
"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean only, boneless, top loin petite roast",195.0,0.82,8.8,28.33,0,Friday
"Blackberries, solids and liquids, heavy syrup, canned",92.0,23.1,0.1,1.31,0,Friday
"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean only, small end (ribs 10-12), rib",193.0,0.0,7.5,29.41,0,Friday
"Babyfood, mixed fruit, juice",47.0,11.7,0.1,0.1,0,Friday
CAMPBELL'S Homestyle New England Clam Chowder,70.0,5.68,4.2,2.33,0,Friday
"Game meat, raw, horse",133.0,0.0,4.6,21.39,0,Friday
"McDONALD'S, Bacon Egg & Cheese Biscuit",304.0,22.26,19.0,13.45,1,Friday
"Cowpeas (blackeyes), without salt, drained, boiled, cooked, frozen, immature seeds",132.0,23.76,0.7,8.49,0,Friday
"Lamb, broiled, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, arm, shoulder, domestic",281.0,0.0,20.0,24.44,1,Friday
"Cereals ready-to-eat, KELLOGG'S CRUNCHY NUT Golden Honey Nut flakes",385.0,83.3,3.9,6.7,1,Friday
"Salad dressing, low calorie, blue or roquefort cheese",99.0,2.9,7.2,5.1,0,Friday
"Cabbage, without salt, drained, boiled, cooked",23.0,5.51,0.1,1.27,0,Friday
"CAMPBELL'S CHUNKY Soups, Firehouse - Hot & Spicy Beef & Bean Chili",95.0,10.2,3.3,6.12,0,Friday
"Lamb, braised, cooked, separable lean and fat, neck chops, imported, New Zealand",307.0,0.03,21.0,28.53,1,Friday
"Orange peel, raw",97.0,25.0,0.2,1.5,0,Friday
"Corn grain, white",365.0,74.26,4.7,9.42,1,Friday
"Pork, unheated, separable lean only, bone-in, slice, ham and water product, cured",103.0,2.82,3.8,14.47,0,Friday
"Cookies, sugar free, with creme filling, sugar wafer",531.0,66.26,29.0,3.57,2,Friday
"Ice cream cones, rolled-type, sugar",402.0,84.1,3.8,7.9,1,Friday
"Babyfood, strained, beets, vegetables",34.0,7.7,0.1,1.3,0,Friday
"Hyacinth-beans, without salt, drained, boiled, cooked, immature seeds",50.0,9.2,0.3,2.95,0,Friday
"Beef, raw, spleen, variety meats and by-products",105.0,0.0,3.0,18.3,0,Friday
"Seeds, with salt added, dry roasted, sunflower seed kernels",582.0,24.07,50.0,19.33,2,Friday
"Cream substitute, liquid, flavored",251.0,35.07,14.0,0.69,1,Friday
"POPEYES, meat and skin with breading, Thigh, Mild, Fried Chicken",310.0,11.2,21.0,19.14,1,Friday
"Pork, roasted, cooked, separable lean only, boneless, top loin (roasts), loin, fresh",173.0,0.0,6.3,27.23,0,Friday
"Cereals ready-to-eat, KRETSCHMER Honey Crunch Wheat Germ, SUN COUNTRY",372.0,58.11,7.8,26.55,1,Friday
"Potatoes, pan fried in canola oil, prepared, plain, frozen, hash brown",219.0,28.51,12.0,2.65,1,Friday
"MORNINGSTAR FARMS Corn Dog, unprepared, frozen",208.0,36.0,3.5,11.2,1,Friday
"Lamb, braised, cooked, separable lean and fat, boneless, flap, imported, New Zealand",376.0,0.14,33.0,20.48,1,Friday
"SUBWAY, SUBWAY CLUB sub on white bread with lettuce and tomato",146.0,20.36,2.4,10.66,0,Friday
"Cereals, dry, maple and brown sugar, fortified, instant, oats",368.0,76.67,4.7,9.25,1,Friday
"Beef, broiled, cooked, USDA select, trimmed to 0"" fat, separable lean and fat, mock tender steak, chuck",159.0,0.0,5.2,26.08,0,Friday
"Potatoes, pan-fried in canola oil, prepared, refrigerated, hash brown",242.0,33.99,10.0,3.24,1,Friday
"Spinach, solids and liquids, no salt added, canned",19.0,2.92,0.4,2.11,0,Friday
"Mulberries, raw",43.0,9.8,0.4,1.44,0,Friday
"Beef, broiled, cooked, USDA choice, trimmed to 0"" fat, separable lean and fat, mock tender steak, chuck",161.0,0.0,5.7,25.73,0,Friday
"Soy flour, defatted",327.0,33.92,1.2,51.46,1,Friday
"Sweet potato, unprepared, raw",86.0,20.12,0.1,1.57,0,Friday
"Pancakes, incomplete, dry mix, whole wheat",350.0,74.11,1.3,10.53,1,Friday
"Muffins, dry mix, blueberry",293.0,61.0,3.3,3.48,1,Friday
"Cereals, without salt, cooked with water, regular (10 minute), CREAM OF WHEAT",50.0,10.52,0.2,1.44,0,Friday
"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, whole (arm and blade), shoulder, fresh, imported, Australian",256.0,0.0,20.0,16.68,1,Friday
"Cereals ready-to-eat, original big biscuit, Shredded Wheat, POST",337.0,78.96,2.0,11.37,1,Friday
"Cereals ready-to-eat, GOLDEN PUFFS, MALT-O-MEAL",370.0,89.72,0.9,5.77,1,Friday
"Wheat flour, enriched, tortilla mix, white",405.0,67.14,11.0,9.66,1,Friday
"KEEBLER, Original, Saltines, ZESTA",418.0,76.1,9.0,8.2,1,Friday
"Beef, raw, manufacturing beef, imported, New Zealand",119.0,0.23,3.7,21.23,0,Friday
"Beef, broiled, cooked, select, trimmed to 0"" fat, separable lean and fat, steak, top sirloin",206.0,0.0,8.8,29.65,1,Friday
"Pork, braised, cooked, spleen, variety meats and by-products, fresh",149.0,0.0,3.2,28.2,0,Friday
"Beverages, powder, Cocoa mix",398.0,83.73,4.0,6.67,1,Friday
"ARCHWAY Home Style Cookies, Oatmeal",421.0,68.17,14.0,5.48,1,Friday
"Puddings, instant, dry mix, vanilla",377.0,92.9,0.6,0.0,1,Friday
"KELLOGG'S, Frosted Cinnamon Roll Toaster Pastries, POP-TARTS",416.0,67.8,14.0,4.7,1,Friday
Phyllo dough,299.0,52.6,6.0,7.1,1,Friday
"Rutabagas, without salt, drained, boiled, cooked",30.0,6.84,0.2,0.93,0,Friday
"Bamboo shoots, without salt, drained, boiled, cooked",12.0,1.92,0.2,1.53,0,Friday
"CAMPBELL'S, condensed, Homestyle Chicken Noodle Soup",51.0,7.53,1.3,2.36,0,Friday
"Infant Formula, powder, GENTLE PLUS, GERBER GOOD START 2",492.0,57.1,25.0,10.8,2,Friday
"Rosemary, fresh",131.0,20.7,5.9,3.31,0,Friday
"CAMPBELL'S Homestyle Microwaveable Bowls, HEALTHY REQUEST Italian Wedding Soup",41.0,5.31,1.0,2.45,0,Friday
"SILK Plus Omega-3 DHA, soymilk",45.0,3.29,2.1,2.88,0,Friday
